sys;c1;c2;c1(DDB);c2(DDB);type;null_dsp
3;ACETAMIDE;BENZENE;Acetamide;Benzene;UCST;WAHR
4;ACETONITRILE;ALPHA-PINENE;Acetonitrile;.alpha.-Pinene;;
5;ACETONITRILE;N-BUTANE;Acetonitrile;n-Butane;;
6;ACETONITRILE;CYCLOHEXANE;Acetonitrile;Cyclohexane;;
7;ACETONITRILE;CYCLOPENTANE;Acetonitrile;Cyclopentane;;
8;ACETONITRILE;CYCLOHEXENE;Acetonitrile;Cyclohexene;;
9;ACETONITRILE;METHYLCYCLOHEXANE;Acetonitrile;Methylcyclohexane;;
10;ACETONITRILE;METHYLCYCLOPENTANE;Acetonitrile;Methylcyclopentane;;
11;ACETONITRILE;DI-N-BUTYL_ETHER;Acetonitrile;Dibutyl ether;;
12;ACETONITRILE;N-DECANE;Acetonitrile;Decane;;
13;ACETONITRILE;N-DODECANE;Acetonitrile;Dodecane;;
14;ACETONITRILE;N-HEXANE;Acetonitrile;Hexane;;
15;ACETONITRILE;N-HEPTANE;Acetonitrile;Heptane;;
16;ACETONITRILE;2,2,4-TRIMETHYLPENTANE;Acetonitrile;2,2,4-Trimethylpentane;;
17;ACETONITRILE;2-METHYLPENTANE;Acetonitrile;2-Methylpentane;;
18;ACETONITRILE;3-METHYLPENTANE;Acetonitrile;3-Methylpentane;;
19;ACETONITRILE;1-NONANOL;Acetonitrile;1-Nonanol;;
20;ACETONITRILE;N-OCTANE;Acetonitrile;Octane;;
21;ACETONITRILE;N-PENTANE;Acetonitrile;Pentane;;
22;ACETONITRILE;CARBON_DISULFIDE;Acetonitrile;Carbon disulfide;;
23;ACETONITRILE;N-TETRADECANE;Acetonitrile;Tetradecane;;
24;ACETONITRILE;TETRACHLOROETHYLENE;Acetonitrile;Tetrachloroethylene;;
25;ACETONITRILE;WATER;Acetonitrile;Water;;
26;ACETONITRILE;Tetrachlorosilane;Acetonitrile;Tetrachlorosilane;;
27;ACETONITRILE;GLYCEROL;Acetonitrile;Glycerol;;
28;ACETONITRILE;OLEIC_ACID;Acetonitrile;Oleic acid;;
29;ACETONITRILE;Hexadecanoic_acid_methyl_ester;Acetonitrile;Methyl palmitate;;
30;ACETONITRILE;1-NONENE;Acetonitrile;1-Nonene;;
31;ACETONITRILE;1-OCTANOL;Acetonitrile;1-Octanol;;
32;ACETONITRILE;1-DECANOL;Acetonitrile;1-Decanol;;
33;ACETONITRILE;1-DECENE;Acetonitrile;1-Decene;;
34;ACETONITRILE;2,3-DIMETHYLBUTANE;Acetonitrile;2,3-Dimethylbutane;;
35;ACETONITRILE;2,2-DIMETHYLBUTANE;Acetonitrile;2,2-Dimethylbutane;;
36;ACETONITRILE;CYCLOOCTANE;Acetonitrile;Cyclooctane;;
37;ACETONITRILE;N-TRIDECANE;Acetonitrile;Tridecane;;
38;ACETONITRILE;Perfluorooxacyclononane;Acetonitrile;Perfluorooxacyclononane;;
39;ACETONITRILE;N-NONANE;Acetonitrile;Nonane;;
40;ACETONITRILE;Perfluorohexane;Acetonitrile;Perfluorohexane;;
42;ACETONITRILE;1-UNDECANOL;Acetonitrile;1-Undecanol;;
43;ACETONITRILE;N-HEXADECANE;Acetonitrile;Hexadecane;;
44;ACETONITRILE;1-DODECANOL;Acetonitrile;1-Dodecanol;;
45;ACETONITRILE;2,4,4-TRIMETHYL-1-PENTENE;Acetonitrile;2,4,4-Trimethyl-1-pentene;;
46;ACETONITRILE;Butyl_isobutyl_ether;Acetonitrile;Butyl isobutyl ether;;
47;ACETONITRILE;METHYL_OLEATE;Acetonitrile;Methyl oleate;;
48;ACETONITRILE;N-UNDECANE;Acetonitrile;n-Undecane;;
49;ACETONITRILE;N-PENTADECANE;Acetonitrile;Pentadecane;;
51;ACETONITRILE;DI-N-PENTYL_ETHER;Acetonitrile;Dipentyl ether;;
53;ACETONITRILE;ETHANE;Acetonitrile;Ethane;;
54;ACETONITRILE;2-METHYLHEPTANE;Acetonitrile;2-Methylheptane;;
55;ACETONITRILE;2,4,4-TRIMETHYL-2-PENTENE;Acetonitrile;2,4,4-Trimethyl-2-pentene;;
56;ACETONITRILE;LINOLEIC_ACID;Acetonitrile;Linoleic acid;;
57;ACETONITRILE;ETHYL_N-HEXYL_ETHER;Acetonitrile;Ethyl hexyl ether;;
62;ACETONE;MONOCHLOROBENZENE;Acetone;Chlorobenzene;;
63;ACETONE;N-BUTANE;Acetone;n-Butane;;
64;ACETONE;CYCLOPENTANE;Acetone;Cyclopentane;;
65;ACETONE;N-DECANE;Acetone;Decane;;
66;ACETONE;2,4-DIMETHYLPENTANE;Acetone;2,4-Dimethylpentane;;
67;ACETONE;N-DODECANE;Acetone;Dodecane;;
68;ACETONE;N-HEXANE;Acetone;Hexane;;
69;ACETONE;N-HEPTANE;Acetone;Heptane;;
70;ACETONE;2-METHYLPENTANE;Acetone;2-Methylpentane;;
71;ACETONE;N-OCTANE;Acetone;Octane;;
72;ACETONE;N-PENTANE;Acetone;Pentane;;
73;ACETONE;CARBON_DISULFIDE;Acetone;Carbon disulfide;;
74;ACETONE;N-TETRADECANE;Acetone;Tetradecane;;
75;ACETONE;GLYCEROL;Acetone;Glycerol;;
76;ACETONE;PROPANE;Acetone;Propane;;
77;ACETONE;2,3-DIMETHYLBUTANE;Acetone;2,3-Dimethylbutane;;
78;ACETONE;2,2-DIMETHYLBUTANE;Acetone;2,2-Dimethylbutane;;
79;ACETONE;CYCLOHEPTANE;Acetone;Cycloheptane;;
80;ACETONE;CYCLOOCTANE;Acetone;Cyclooctane;;
81;ACETONE;N-TRIDECANE;Acetone;Tridecane;;
82;ACETONE;N-NONANE;Acetone;Nonane;;
83;ACETONE;Perfluorohexane;Acetone;Perfluorohexane;;
84;ACETONE;N-EICOSANE;Acetone;Eicosane;;
85;ACETONE;N-HEXADECANE;Acetone;Hexadecane;;
86;ACETONE;N-HEPTADECANE;Acetone;Heptadecane;;
87;ACETONE;2,3,4-TRIMETHYLPENTANE;Acetone;2,3,4-Trimethyl pentane;;
88;ACETONE;ETHANE;Acetone;Ethane;;
89;ACETONE;N-OCTADECANE;Acetone;Octadecane;;
90;ACETONE;M-DICHLOROBENZENE;Acetone;m-Dichlorobenzene;;
92;ACETONE;M-DIBROMOBENZENE;Acetone;m-Dibromobenzene;;
115;ETHYLENEDIAMINE;BENZENE;Ethylenediamine;Benzene;;
116;ETHYLENEDIAMINE;N-DECANE;Ethylenediamine;Decane;;
117;ETHYLENEDIAMINE;N-HEXANE;Ethylenediamine;Hexane;;
118;ETHYLENEDIAMINE;THIOPHENE;Ethylenediamine;Thiophene;;
119;1,2-DIBROMOETHANE;WATER;1,2-Dibromoethane;Water;;
126;BROMOETHANE;WATER;Ethyl bromide;Water;;
131;ETHYLENE_GLYCOL;ETHYL_FORMATE;1,2-Ethanediol;Formic acid ethyl ester;;
132;ETHYLENE_GLYCOL;ANISOLE;1,2-Ethanediol;Methoxybenzene;;
133;ETHYLENE_GLYCOL;ETHYL_ACETATE;1,2-Ethanediol;Ethyl acetate;;
134;ETHYLENE_GLYCOL;ETHYLBENZENE;1,2-Ethanediol;Ethylbenzene;;
135;ETHYLENE_GLYCOL;MONOCHLOROBENZENE;1,2-Ethanediol;Chlorobenzene;;
136;ETHYLENE_GLYCOL;NITROBENZENE;1,2-Ethanediol;Nitrobenzene;;
137;ETHYLENE_GLYCOL;BENZENE;1,2-Ethanediol;Benzene;;
138;ETHYLENE_GLYCOL;N-BUTYL_CHLORIDE;1,2-Ethanediol;Butyl chloride;;
139;ETHYLENE_GLYCOL;CYCLOHEXANE;1,2-Ethanediol;Cyclohexane;;
140;ETHYLENE_GLYCOL;METHYLCYCLOHEXANE;1,2-Ethanediol;Methylcyclohexane;;
141;ETHYLENE_GLYCOL;N-DECANE;1,2-Ethanediol;Decane;;
142;ETHYLENE_GLYCOL;N,N-DIMETHYLANILINE;1,2-Ethanediol;N,N-Dimethylaniline;;
143;ETHYLENE_GLYCOL;N-DODECANE;1,2-Ethanediol;Dodecane;;
144;ETHYLENE_GLYCOL;N-BUTYL_ACETATE;1,2-Ethanediol;Butyl acetate;;
145;ETHYLENE_GLYCOL;METHYL_ACETATE;1,2-Ethanediol;Methyl acetate;;
146;ETHYLENE_GLYCOL;N-HEXANE;1,2-Ethanediol;Hexane;;
147;ETHYLENE_GLYCOL;N-HEPTANE;1,2-Ethanediol;Heptane;;
148;ETHYLENE_GLYCOL;DIISOPROPYL_ETHER;1,2-Ethanediol;Diisopropyl ether;;
149;ETHYLENE_GLYCOL;2,2,4-TRIMETHYLPENTANE;1,2-Ethanediol;2,2,4-Trimethylpentane;;
150;ETHYLENE_GLYCOL;1-HEXENE;1,2-Ethanediol;1-Hexene;;
151;ETHYLENE_GLYCOL;1-METHYLNAPHTHALENE;1,2-Ethanediol;1-Methylnaphthalene;;
152;ETHYLENE_GLYCOL;2-METHYLNAPHTHALENE;1,2-Ethanediol;2-Methylnaphthalene;;
153;ETHYLENE_GLYCOL;N-BUTYLBENZENE;1,2-Ethanediol;Butylbenzene;;
154;ETHYLENE_GLYCOL;METHYL_ISOBUTYL_KETONE;1,2-Ethanediol;4-Methyl-2-pentanone;;
155;ETHYLENE_GLYCOL;NAPHTHALENE;1,2-Ethanediol;Naphthalene;;
156;ETHYLENE_GLYCOL;NITROMETHANE;1,2-Ethanediol;Nitromethane;;
157;ETHYLENE_GLYCOL;N-OCTANE;1,2-Ethanediol;Octane;;
158;ETHYLENE_GLYCOL;1,2,3,4-TETRAHYDRONAPHTHALENE;1,2-Ethanediol;1,2,3,4-Tetrahydronaphthalene;;
159;ETHYLENE_GLYCOL;TOLUENE;1,2-Ethanediol;Toluene;;
160;ETHYLENE_GLYCOL;TRIETHYLAMINE;1,2-Ethanediol;Triethylamine;;
161;ETHYLENE_GLYCOL;M-XYLENE;1,2-Ethanediol;m-Xylene;;
162;ETHYLENE_GLYCOL;P-XYLENE;1,2-Ethanediol;p-Xylene;;
163;ETHYLENE_GLYCOL;NITROETHANE;1,2-Ethanediol;Nitroethane;;
164;ETHYLENE_GLYCOL;ETHYL_PROPIONATE;1,2-Ethanediol;Propanoic acid ethyl ester;;
165;ETHYLENE_GLYCOL;ACRYLONITRILE;1,2-Ethanediol;Acrylonitrile;;
166;ETHYLENE_GLYCOL;N-PROPYL_ACETATE;1,2-Ethanediol;Propyl acetate;;
167;ETHYLENE_GLYCOL;THIOPHENE;1,2-Ethanediol;Thiophene;;
168;ETHYLENE_GLYCOL;O-XYLENE;1,2-Ethanediol;o-Xylene;;
169;ETHYLENE_GLYCOL;N-METHYLANILINE;1,2-Ethanediol;N-Methylaniline;;
170;ETHYLENE_GLYCOL;1-DECANOL;1,2-Ethanediol;1-Decanol;;
171;ETHYLENE_GLYCOL;CUMENE;1,2-Ethanediol;Isopropylbenzene;;
172;ETHYLENE_GLYCOL;N-PROPYLBENZENE;1,2-Ethanediol;Propylbenzene;;
173;ETHYLENE_GLYCOL;ETHYL_N-BUTYRATE;1,2-Ethanediol;Ethyl butyrate;;
174;ETHYLENE_GLYCOL;ACETOPHENONE;1,2-Ethanediol;Acetophenone;;
175;ETHYLENE_GLYCOL;N-NONANE;1,2-Ethanediol;Nonane;;
176;ETHYLENE_GLYCOL;N-PENTYL_ACETATE;1,2-Ethanediol;Amyl acetate;;
177;ETHYLENE_GLYCOL;BIPHENYL;1,2-Ethanediol;Biphenyl;;
178;ETHYLENE_GLYCOL;MESITYLENE;1,2-Ethanediol;1,3,5-Trimethylbenzene;;
179;ETHYLENE_GLYCOL;N-HEXADECANE;1,2-Ethanediol;Hexadecane;;
180;ETHYLENE_GLYCOL;1,2,4-TRIMETHYLBENZENE;1,2-Ethanediol;1,2,4-Trimethylbenzene;;
181;ETHYLENE_GLYCOL;1-DODECANOL;1,2-Ethanediol;1-Dodecanol;;
182;ETHYLENE_GLYCOL;METHYL_MERCAPTAN;1,2-Ethanediol;Methanethiol;;
183;ETHYLENE_GLYCOL;2,5-Dimethyltetrahydrofuran;1,2-Ethanediol;2,5-Dimethyltetrahydrofuran;;
185;ETHYLENE_GLYCOL;N-UNDECANE;1,2-Ethanediol;n-Undecane;;
186;ETHYLENE_GLYCOL;1-N-BUTYLNAPHTHALENE;1,2-Ethanediol;1-Butylnaphthalene;;
187;ETHYLENE_GLYCOL;1-ETHYLNAPHTHALENE;1,2-Ethanediol;1-Ethylnaphthalene;;
189;ETHYLENE_GLYCOL;O-DICHLOROBENZENE;1,2-Ethanediol;o-Dichlorobenzene;;
190;ETHYLENE_GLYCOL;PHENANTHRENE;1,2-Ethanediol;Phenanthrene;;
191;ETHYLENE_GLYCOL;1-N-PROPYLNAPHTHALENE;1,2-Ethanediol;1-Propyl naphthalene;;
192;ETHYLENE_GLYCOL;N-HEXYLBENZENE;1,2-Ethanediol;Hexylbenzene;;
193;ETHYLENE_GLYCOL;1-N-HEXYLNAPHTHALENE;1,2-Ethanediol;1-Hexyl naphthalene;;
194;ETHYLENE_GLYCOL;ETHYLAL;1,2-Ethanediol;Diethoxymethane;;
195;ETHYLENE_GLYCOL;CARBON_DIOXIDE;1,2-Ethanediol;Carbon dioxide;;
196;ETHYLENE_GLYCOL;ETHANE;1,2-Ethanediol;Ethane;;
197;ETHYLENE_GLYCOL;DIMETHYL-ADIPATE;1,2-Ethanediol;Dimethyl adipate;;
198;ETHYLENE_GLYCOL;SEC-BUTYL_ACETATE;1,2-Ethanediol;sec-Butyl acetate;;
199;ETHYLENE_GLYCOL;Acetic_acid_phenyl_ester;1,2-Ethanediol;Acetic acid phenyl ester;;
200;ETHYLENE_GLYCOL;BENZOTHIAZOLE;1,2-Ethanediol;Benzothiazole;;
201;ETHYLENE_GLYCOL;N-DODECYLBENZENE;1,2-Ethanediol;1-Phenyldodecane;;
202;ETHYLENE_GLYCOL;N-BUTYLCYCLOHEXANE;1,2-Ethanediol;n-Butylcyclohexane;;
217;ETHYL_IODIDE;WATER;Ethyl iodide;Water;;
218;ETHANOL;DI(2-CHLOROETHYL)ETHER;Ethanol;Bis(2-chloroethyl) ether;;
219;ETHANOL;N-DECANE;Ethanol;Decane;;
220;ETHANOL;N-DODECANE;Ethanol;Dodecane;;
221;ETHANOL;CARBON_DISULFIDE;Ethanol;Carbon disulfide;;
222;ETHANOL;N-TETRADECANE;Ethanol;Tetradecane;;
223;ETHANOL;Tetrachlorosilane;Ethanol;Tetrachlorosilane;;
224;ETHANOL;N-TRIDECANE;Ethanol;Tridecane;;
225;ETHANOL;N-NONANE;Ethanol;Nonane;;
226;ETHANOL;N-EICOSANE;Ethanol;Eicosane;;
227;ETHANOL;N-HEXADECANE;Ethanol;Hexadecane;;
228;ETHANOL;N-HEPTADECANE;Ethanol;Heptadecane;;
230;ETHANOL;N-DOCOSANE;Ethanol;Docosane;;
231;ETHANOL;N-UNDECANE;Ethanol;n-Undecane;;
232;ETHANOL;N-PENTADECANE;Ethanol;Pentadecane;;
233;ETHANOL;BIS(2-CHLOROETHYL)SULFIDE;Ethanol;2,2'-Dichloro diethyl sulfide;;
234;ETHANOL;SUCCINONITRILE;Ethanol;1,2-Dicyanoethane;;
235;ETHANOL;ETHYLENE;Ethanol;Ethylene;;
236;ETHANOL;ETHANE;Ethanol;Ethane;;
237;ETHANOL;2,2,4,4,6,8,8-HEPTAMETHYLNONANE;Ethanol;2,2,4,4,6,8,8-Heptamethylnonane;;
238;ETHANOL;N-OCTADECANE;Ethanol;Octadecane;;
239;ETHANOL;N-TETRACOSANE;Ethanol;Tetracosane;;
241;ETHANOL;N-DODECYLBENZENE;Ethanol;1-Phenyldodecane;;
294;DIETHYL_ETHER;DIMETHYL_SULFOXIDE;Diethyl ether;Dimethyl sulfoxide;;
295;DIETHYL_ETHER;WATER;Diethyl ether;Water;;
296;DIETHYL_ETHER;THIODIGLYCOL;Diethyl ether;2,2'-Diethyl-dihydroxy sulfide;;
297;DIETHYL_ETHER;SUCCINONITRILE;Diethyl ether;1,2-Dicyanoethane;;
308;ALLYL_ALCOHOL;WATER;2-Propen-1-ol;Water;;
309;FORMIC_ACID;BENZENE;Formic acid;Benzene;;
310;FORMIC_ACID;ISOBUTYL_CHLORIDE;Formic acid;1-Chloro-2-methylpropane;;
311;FORMIC_ACID;N-BUTYL_CHLORIDE;Formic acid;Butyl chloride;;
312;FORMIC_ACID;CARBON_DISULFIDE;Formic acid;Carbon disulfide;;
313;FORMIC_ACID;CARBON_TETRACHLORIDE;Formic acid;Tetrachloromethane;;
314;FORMIC_ACID;TOLUENE;Formic acid;Toluene;;
315;FORMIC_ACID;M-XYLENE;Formic acid;m-Xylene;;
316;FORMIC_ACID;P-XYLENE;Formic acid;p-Xylene;;
317;FORMIC_ACID;TERT-BUTYL_CHLORIDE;Formic acid;tert-Butyl chloride;;
318;FORMIC_ACID;OLEIC_ACID;Formic acid;Oleic acid;;
319;FORMIC_ACID;DICHLORODIFLUOROMETHANE;Formic acid;Dichlorodifluoromethane [R12];;
320;FORMIC_ACID;TRIBROMOMETHANE;Formic acid;Tribromomethane [R20B3];;
321;FORMIC_ACID;N-PROPYL_CHLORIDE;Formic acid;1-Chloropropane;;
322;FORMIC_ACID;1-DECANOL;Formic acid;1-Decanol;;
323;FORMIC_ACID;1-BUTENE;Formic acid;1-Butene;;
324;FORMIC_ACID;ALLYLISOTHIOCYANATE;Formic acid;Allyl isothiocyanate;;
325;FORMIC_ACID;2-ETHYL-1-HEXANOL;Formic acid;2-Ethyl-1-hexanol;;
326;FORMIC_ACID;1-Chloro-2-ethylhexane;Formic acid;1-Chloro-2-ethylhexane;;
327;FORMIC_ACID;CHLOROTRIFLUOROMETHANE;Formic acid;Chlorotrifluoromethane [R13];;
328;FORMIC_ACID;1,2-DICHLOROTETRAFLUOROETHANE;Formic acid;1,2-Dichlorotetrafluoroethane [R114];;
330;FORMIC_ACID;DIPHENYLAMINE;Formic acid;Diphenylamine;;
333;ETHYL_FORMATE;WATER;Formic acid ethyl ester;Water;;
334;ANILINE;N-BUTANE;Aniline;n-Butane;;
335;ANILINE;CYCLOHEXANE;Aniline;Cyclohexane;;
336;ANILINE;METHYLCYCLOHEXANE;Aniline;Methylcyclohexane;;
337;ANILINE;METHYLCYCLOPENTANE;Aniline;Methylcyclopentane;;
338;ANILINE;2,4-DIMETHYLPENTANE;Aniline;2,4-Dimethylpentane;;
339;ANILINE;N-DODECANE;Aniline;Dodecane;;
340;ANILINE;N-HEXANE;Aniline;Hexane;;
341;ANILINE;N-HEPTANE;Aniline;Heptane;;
342;ANILINE;2,2,4-TRIMETHYLPENTANE;Aniline;2,2,4-Trimethylpentane;;
343;ANILINE;N-OCTANE;Aniline;Octane;;
344;ANILINE;HYDROGEN_CHLORIDE;Aniline;Hydrogen chloride;;
345;ANILINE;TRANS-DECAHYDRONAPHTHALENE;Aniline;trans-Decahydronaphthalene;;
346;ANILINE;CARBON_TETRACHLORIDE;Aniline;Tetrachloromethane;;
347;ANILINE;WATER;Aniline;Water;;
348;ANILINE;2-METHYL-2-BUTENE;Aniline;2-Methyl-2-butene;;
349;ANILINE;CIS-DECAHYDRONAPHTHALENE;Aniline;cis-Decahydronaphthalene;;
350;ANILINE;ISOBUTANE;Aniline;2-Methylpropane;;
351;ANILINE;2,2-DIMETHYLBUTANE;Aniline;2,2-Dimethylbutane;;
352;ANILINE;ISOBUTENE;Aniline;Isobutylene;;
353;ANILINE;N-HEXADECANE;Aniline;Hexadecane;;
354;ANILINE;CARBON_DIOXIDE;Aniline;Carbon dioxide;;
355;ANILINE;N-OCTADECANE;Aniline;Octadecane;;
369;ANISOLE;WATER;Methoxybenzene;Water;;
370;ANISOLE;GLYCEROL;Methoxybenzene;Glycerol;;
371;2-METHYLPYRIDINE;WATER;2-Methylpyridine;Water;;
373;ALPHA-PINENE;N,N-DIMETHYLFORMAMIDE;.alpha.-Pinene;N,N-Dimethylformamide (DMF);;
374;ALPHA-PINENE;METHANOL;.alpha.-Pinene;Methanol;;
375;ALPHA-PINENE;NITROMETHANE;.alpha.-Pinene;Nitromethane;;
376;ALPHA-PINENE;WATER;.alpha.-Pinene;Water;;
377;ETHYL_ACETATE;BROMOBENZENE;Ethyl acetate;Bromobenzene;;
378;ETHYL_ACETATE;MONOCHLOROBENZENE;Ethyl acetate;Chlorobenzene;;
379;ETHYL_ACETATE;CARBON_DISULFIDE;Ethyl acetate;Carbon disulfide;;
380;ETHYL_ACETATE;N-TETRADECANE;Ethyl acetate;Tetradecane;;
381;ETHYL_ACETATE;WATER;Ethyl acetate;Water;;
382;ETHYL_ACETATE;GLYCEROL;Ethyl acetate;Glycerol;;
384;ETHYL_ACETATE;Perfluorohexane;Ethyl acetate;Perfluorohexane;;
385;ETHYL_ACETATE;1,3-PROPYLENE_GLYCOL;Ethyl acetate;1,3-Propanediol;;
387;ETHYL_ACETATE;M-DICHLOROBENZENE;Ethyl acetate;m-Dichlorobenzene;;
389;ETHYL_ACETATE;M-DIBROMOBENZENE;Ethyl acetate;m-Dibromobenzene;;
390;ETHYL_ACETATE;LINOLEIC_ACID;Ethyl acetate;Linoleic acid;;
428;2-BUTANOL;CARBON_DISULFIDE;2-Butanol;Carbon disulfide;;
429;2-BUTANOL;WATER;2-Butanol;Water;;
430;2-BUTANOL;ETHYLENE_CARBONATE;2-Butanol;Ethylene carbonate;;
440;BENZYL_ALCOHOL;N-DECANE;Benzyl alcohol;Decane;;
441;BENZYL_ALCOHOL;N-DODECANE;Benzyl alcohol;Dodecane;;
442;BENZYL_ALCOHOL;N-HEXANE;Benzyl alcohol;Hexane;;
443;BENZYL_ALCOHOL;N-HEPTANE;Benzyl alcohol;Heptane;;
444;BENZYL_ALCOHOL;N-OCTANE;Benzyl alcohol;Octane;;
445;BENZYL_ALCOHOL;N-TETRADECANE;Benzyl alcohol;Tetradecane;;
446;BENZYL_ALCOHOL;WATER;Benzyl alcohol;Water;;
447;BENZYL_ALCOHOL;CARBON_DIOXIDE;Benzyl alcohol;Carbon dioxide;;
449;ETHYLBENZENE;WATER;Ethylbenzene;Water;;
450;ETHYLBENZENE;AMMONIA;Ethylbenzene;Ammonia;;
451;ETHYLBENZENE;1,2-PROPYLENE_GLYCOL;Ethylbenzene;1,2-Propanediol;;
452;ETHYLBENZENE;TRIETHYLENE_GLYCOL;Ethylbenzene;Triethylene glycol;;
453;ETHYLBENZENE;DIETHYLENE_GLYCOL;Ethylbenzene;Diethylene glycol;;
454;ETHYLBENZENE;2,2'-Dicyano_diethyl_sulfide;Ethylbenzene;2,2'-Dicyano diethyl sulfide;;
455;ETHYLBENZENE;BIS(CYANOETHYL)ETHER;Ethylbenzene;3,3'-Oxybispropionitrile;;
456;ETHYLBENZENE;FORMAMIDE;Ethylbenzene;Formamide;;
457;ETHYLBENZENE;ETHYLENE_CARBONATE;Ethylbenzene;Ethylene carbonate;;
521;BROMOBENZENE;NITROBENZENE;Bromobenzene;Nitrobenzene;;
522;BROMOBENZENE;BENZENE;Bromobenzene;Benzene;;
523;BROMOBENZENE;1-BUTANOL;Bromobenzene;1-Butanol;;
524;BROMOBENZENE;CHLOROFORM;Bromobenzene;Chloroform;;
525;BROMOBENZENE;CYCLOHEXANE;Bromobenzene;Cyclohexane;;
526;BROMOBENZENE;1,4-DIOXANE;Bromobenzene;1,4-Dioxane;;
527;BROMOBENZENE;N-HEPTANE;Bromobenzene;Heptane;;
528;BROMOBENZENE;2-METHYL-1-PROPANOL;Bromobenzene;2-Methyl-1-propanol;;
529;BROMOBENZENE;CARBON_TETRACHLORIDE;Bromobenzene;Tetrachloromethane;;
530;BROMOBENZENE;TOLUENE;Bromobenzene;Toluene;;
531;BROMOBENZENE;WATER;Bromobenzene;Water;;
532;BROMOBENZENE;O-XYLENE;Bromobenzene;o-Xylene;;
540;MONOCHLOROBENZENE;NITROBENZENE;Chlorobenzene;Nitrobenzene;;
541;MONOCHLOROBENZENE;BENZENE;Chlorobenzene;Benzene;;
542;MONOCHLOROBENZENE;1-BUTANOL;Chlorobenzene;1-Butanol;;
543;MONOCHLOROBENZENE;CHLOROFORM;Chlorobenzene;Chloroform;;
544;MONOCHLOROBENZENE;CYCLOHEXANE;Chlorobenzene;Cyclohexane;;
545;MONOCHLOROBENZENE;1,4-DIOXANE;Chlorobenzene;1,4-Dioxane;;
546;MONOCHLOROBENZENE;N-HEXANE;Chlorobenzene;Hexane;;
547;MONOCHLOROBENZENE;N-HEPTANE;Chlorobenzene;Heptane;;
548;MONOCHLOROBENZENE;2-METHYL-1-PROPANOL;Chlorobenzene;2-Methyl-1-propanol;;
549;MONOCHLOROBENZENE;N-OCTANE;Chlorobenzene;Octane;;
550;MONOCHLOROBENZENE;CARBON_TETRACHLORIDE;Chlorobenzene;Tetrachloromethane;;
551;MONOCHLOROBENZENE;TOLUENE;Chlorobenzene;Toluene;;
552;MONOCHLOROBENZENE;WATER;Chlorobenzene;Water;;
553;MONOCHLOROBENZENE;M-XYLENE;Chlorobenzene;m-Xylene;;
554;MONOCHLOROBENZENE;1,2-PROPYLENE_GLYCOL;Chlorobenzene;1,2-Propanediol;;
555;MONOCHLOROBENZENE;O-XYLENE;Chlorobenzene;o-Xylene;;
556;MONOCHLOROBENZENE;DIETHYLENE_GLYCOL;Chlorobenzene;Diethylene glycol;;
559;MONOCHLOROBENZENE;M-DICHLOROBENZENE;Chlorobenzene;m-Dichlorobenzene;;
561;MONOCHLOROBENZENE;M-DIBROMOBENZENE;Chlorobenzene;m-Dibromobenzene;;
569;P-DICHLOROBENZENE;WATER;p-Dichlorobenzene;Water;;
570;P-DICHLOROBENZENE;MONOETHANOLAMINE;p-Dichlorobenzene;Monoethanolamine;;
571;P-DICHLOROBENZENE;SUCCINONITRILE;p-Dichlorobenzene;1,2-Dicyanoethane;;
573;BENZONITRILE;N-DECANE;Benzonitrile;Decane;;
574;BENZONITRILE;N-DODECANE;Benzonitrile;Dodecane;;
575;BENZONITRILE;N-OCTANE;Benzonitrile;Octane;;
576;BENZONITRILE;N-TETRADECANE;Benzonitrile;Tetradecane;;
577;BENZONITRILE;WATER;Benzonitrile;Water;;
578;BENZONITRILE;N-TRIDECANE;Benzonitrile;Tridecane;;
579;BENZONITRILE;N-NONANE;Benzonitrile;Nonane;;
580;BENZONITRILE;N-HEXADECANE;Benzonitrile;Hexadecane;;
581;BENZONITRILE;N-HEPTADECANE;Benzonitrile;Heptadecane;;
582;BENZONITRILE;N-UNDECANE;Benzonitrile;n-Undecane;;
583;BENZONITRILE;N-PENTADECANE;Benzonitrile;Pentadecane;;
584;BENZONITRILE;N-OCTADECANE;Benzonitrile;Octadecane;;
585;NITROBENZENE;CYCLOHEXANE;Nitrobenzene;Cyclohexane;;
586;NITROBENZENE;N-DECANE;Nitrobenzene;Decane;;
587;NITROBENZENE;N-DODECANE;Nitrobenzene;Dodecane;;
588;NITROBENZENE;N-HEXANE;Nitrobenzene;Hexane;;
589;NITROBENZENE;N-HEPTANE;Nitrobenzene;Heptane;;
590;NITROBENZENE;ISOPENTANE;Nitrobenzene;2-Methylbutane;;
591;NITROBENZENE;2,2,4-TRIMETHYLPENTANE;Nitrobenzene;2,2,4-Trimethylpentane;;
592;NITROBENZENE;2-METHYLPENTANE;Nitrobenzene;2-Methylpentane;;
593;NITROBENZENE;N-OCTANE;Nitrobenzene;Octane;;
594;NITROBENZENE;N-PENTANE;Nitrobenzene;Pentane;;
596;NITROBENZENE;N-TETRADECANE;Nitrobenzene;Tetradecane;;
597;NITROBENZENE;WATER;Nitrobenzene;Water;;
598;NITROBENZENE;3,5-XYLENOL;Nitrobenzene;3,5-Dimethylphenol;;
599;NITROBENZENE;1,2-PROPYLENE_GLYCOL;Nitrobenzene;1,2-Propanediol;;
600;NITROBENZENE;N-TRIDECANE;Nitrobenzene;Tridecane;;
